cluster_id	category	chr	start	end	n_features	n_bystanders
C1	PF00005	super_14	3322300	3336282	2	0
C2	PF00005	super_4	800191	826668	2	0
C3	PF00005	super_40	401531	427795	2	0
C4	PF00005	super_41	583749	609109	2	0
C5	PF00006	super_92	739102	749498	2	0
C6	PF00011	super_107	1063082	1076325	2	0
C7	PF00011	super_25	1898524	1902605	2	0
C8	PF00011	super_62	1225456	1228878	2	0
C9	PF00011	super_62	1451492	1454152	2	0
C10	PF00011	super_66	910913	914402	2	0
C11	PF00011	super_9	1300652	1304229	2	0
C12	PF00027	super_78	452649	457431	2	0
C13	PF00043	super_163	89719	105158	3	1
C14	PF00043	super_5	3319260	3336723	3	0
C15	PF00043	super_513	12799	30359	3	0
C16	PF00043	super_76	803869	810145	2	0
C17	PF00067	super_92	545636	560149	2	0
C18	PF00067	super_5	2880903	2892496	2	1
C19	PF00067	super_46	125071	139554	2	0
C20	PF00067	super_42	996779	999610	2	0
C21	PF00067	super_362	1715	13921	2	0
C22	PF00067	super_308	8990	22020	3	0
C23	PF00067	super_27	387126	389736	2	0
C24	PF00067	super_253	55927	66027	2	0
C25	PF00067	super_310	41208	59329	2	0
C26	PF00067	super_212	13402	26099	2	0
C27	PF00067	super_196	126540	136142	2	1
C28	PF00067	super_187	222981	231450	2	0
C29	PF00067	super_167	241529	245252	2	0
C30	PF00067	super_16	2399574	2411321	2	1
C31	PF00067	super_132	358760	360625	2	0
C32	PF00067	super_130	375069	386608	2	1
C33	PF00067	super_117	389662	401182	2	0
C34	PF00067	super_23	991594	1000637	2	0
C35	PF00069	super_61	790411	799220	2	0
C36	PF00069	super_464	42523	50127	2	0
C37	PF00069	super_450	4495	17587	2	0
C38	PF00069	super_37	672195	683559	2	0
C39	PF00069	super_258	5200	9100	2	0
C40	PF00069	super_245	258125	284497	2	0
C41	PF00069	super_238	189659	208555	2	0
C42	PF00069	super_17	1041451	1052137	2	0
C43	PF00069	super_146	531941	548611	2	1
C44	PF00069	super_146	340670	353400	2	0
C45	PF00069	super_117	177299	191618	2	0
C46	PF00069	super_105	1062069	1075928	2	0
C47	PF00069	super_103	581351	599279	2	0
C48	PF00069	super_16	3043226	3074631	2	0
C49	PF00076	super_2	3049221	3070868	2	0
C50	PF00076	super_26	1579792	1586475	2	1
C51	PF00076	super_28	1336153	1345364	2	2
C52	PF00076	super_44	2001187	2014423	2	0
C53	PF00076	super_65	1302335	1317384	2	0
C54	PF00076	super_67	1459827	1465400	2	0
C55	PF00078	super_5	82169	94437	2	0
C56	PF00078	super_8	1942322	1957574	2	0
C57	PF00078	super_337	17453	29968	2	0
C58	PF00078	super_9	1328056	1338860	2	0
C59	PF00078	super_160	357055	369309	2	0
C60	PF00078	super_1	6710180	6719692	2	0
C61	PF00078	super_19	2810796	2822574	2	0
C62	PF00078	super_10	2495182	2507305	3	0
C63	PF00082	super_4	5421264	5435821	2	0
C64	PF00091	super_0	1641091	1650540	2	0
C65	PF00091	super_161	152943	165878	2	0
C66	PF00091	super_35	1459105	1470406	2	0
C67	PF00097	super_307	173283	180197	2	0
C68	PF00098	super_34	2472832	2477827	2	0
C69	PF00098	super_73	1045489	1055416	2	0
C70	PF00098	super_61	1801678	1809815	2	0
C71	PF00098	super_391	531	12922	2	0
C72	PF00098	super_386	87227	94679	2	0
C73	PF00098	super_241	169066	177994	2	0
C74	PF00098	super_282	77156	86386	2	1
C75	PF00098	super_19	2810796	2822574	2	0
C76	PF00098	super_188	203741	209441	2	0
C77	PF00098	super_185	24680	35899	4	0
C78	PF00098	super_158	399022	412773	2	0
C79	PF00098	super_1	6710180	6719692	2	0
C80	PF00098	super_205	208651	214157	2	0
C81	PF00106	super_2	4696018	4705294	2	0
C82	PF00107	super_25	2817187	2824060	2	0
C83	PF00107	super_11	151257	155850	2	0
C84	PF00107	super_70	733645	750294	3	0
C85	PF00107	super_70	761155	786348	4	0
C86	PF00120	super_16	410972	429027	2	0
C87	PF00120	super_239	265269	283068	2	0
C88	PF00125	super_297	81659	85353	2	0
C89	PF00134	super_156	629591	641178	2	2
C90	PF00141	super_3	4457878	4461502	2	0
C91	PF00141	super_7	1054291	1058442	2	0
C92	PF00141	super_154	667539	691116	5	0
C93	PF00141	super_132	760934	775108	2	0
C94	PF00141	super_2	690838	702157	2	1
C95	PF00149	super_46	82439	101146	2	0
C96	PF00153	super_190	438498	453554	2	2
C97	PF00153	super_7	3550381	3557877	2	0
C98	PF00164	super_16	2860375	2866037	2	0
C99	PF00179	super_553	20791	22269	2	0
C100	PF00179	super_9	3719258	3726896	2	0
C101	PF00190	super_112	782247	790365	2	0
C102	PF00190	super_19	1342686	1364695	3	1
C103	PF00190	super_196	451536	458851	2	0
C104	PF00201	super_19	447029	478700	4	1
C105	PF00226	super_24	1103125	1111727	2	0
C106	PF00226	super_6	2851661	2860884	2	0
C107	PF00227	super_169	506564	509574	2	1
C108	PF00227	super_13	3586926	3599925	2	0
C109	PF00230	super_261	246023	262170	2	0
C110	PF00240	super_0	2553233	2562280	2	1
C111	PF00248	super_206	9502	26962	4	1
C112	PF00248	super_206	44701	59266	3	0
C113	PF00248	super_206	109299	118044	2	0
C114	PF00248	super_206	156605	167912	2	0
C115	PF00270	super_22	1717090	1728804	2	0
C116	PF00270	super_13	2344492	2356348	2	0
C117	PF00271	super_13	2344492	2356348	2	0
C118	PF00271	super_22	1717090	1728804	2	0
C119	PF00291	super_7	2660266	2668968	2	0
C120	PF00305	super_216	305098	322940	2	1
C121	PF00350	super_242	285398	308857	2	0
C122	PF00350	super_90	1261557	1284994	2	1
C123	PF00361	super_359	72381	77085	2	0
C124	PF00385	super_5	82169	94437	2	0
C125	PF00385	super_337	27380	36056	2	0
C126	PF00385	super_24	1329137	1344548	2	0
C127	PF00385	super_10	2499581	2507305	2	0
C128	PF00400	super_0	8157936	8177081	2	2
C129	PF00400	super_124	382220	393491	2	0
C130	PF00400	super_56	1483633	1497429	2	0
C131	PF00403	super_10	3824160	3840156	2	0
C132	PF00403	super_119	392651	399332	2	0
C133	PF00403	super_218	238199	249103	2	1
C134	PF00403	super_251	204267	217400	2	0
C135	PF00403	super_60	1460193	1475923	2	0
C136	PF00403	super_7	4763150	4769403	2	0
C137	PF00403	super_9	1765185	1780328	2	0
C138	PF00407	super_671	4	8161	2	0
C139	PF00407	super_34	1187880	1193940	2	0
C140	PF00407	super_327	20716	30553	2	0
C141	PF00407	super_3	4388	17304	2	0
C142	PF00407	super_10	1047644	1061396	2	0
C143	PF00407	super_3	747005	758042	2	0
C144	PF00464	super_3	2398497	2416087	2	1
C145	PF00481	super_322	143231	160656	2	0
C146	PF00481	super_67	1737	9428	3	0
C147	PF00504	super_64	296556	301498	2	0
C148	PF00504	super_294	197564	207753	2	0
C149	PF00504	super_38	1440101	1449374	2	0
C150	PF00505	super_231	65074	75126	2	1
C151	PF00507	super_9	4557047	4561220	2	0
C152	PF00514	super_26	2188550	2203422	2	0
C153	PF00515	super_46	82439	101146	2	0
C154	PF00538	super_167	531276	536215	2	0
C155	PF00538	super_192	370505	377398	2	0
C156	PF00550	super_10	1220541	1227141	2	2
C157	PF00560	super_293	183651	206706	2	0
C158	PF00560	super_283	15240	39031	2	0
C159	PF00560	super_189	137108	149792	2	0
C160	PF00565	super_115	945460	962139	2	0
C161	PF00583	super_56	303032	313220	2	0
C162	PF00641	super_28	1336153	1345364	2	2
C163	PF00657	super_221	384182	392488	2	0
C164	PF00657	super_7	3080573	3089290	2	1
C165	PF00657	super_83	253869	267537	2	0
C166	PF00665	super_73	1045489	1055416	2	0
C167	PF00665	super_3	3657115	3665478	2	0
C168	PF00665	super_302	211037	217845	2	0
C169	PF00665	super_34	2472832	2477827	2	0
C170	PF00665	super_567	3185	18812	2	1
