chr	start	end	name	strand	cluster_id	category
super_0	368517	372584	Sphfalx0000s0036	0.0	C552	PF07714
super_0	491501	493315	Sphfalx0000s0048	0.0	C479	PF03999
super_0	674484	678352	Sphfalx0000s0068	0.0	C72	PF00069
super_0	680021	685885	Sphfalx0000s0069	0.0	C72	PF00069
super_0	2553632	2554175	Sphfalx0000s0192	0.0	C178	PF00240
super_0	4732079	4735720	Sphfalx0000s0313	0.0	C372	PF01535
super_0	4732079	4735720	Sphfalx0000s0313	0.0	C639	PF13041
super_0	6024728	6028095	Sphfalx0000s0398	0.0	C73	PF00069
super_0	7635976	7636879	Sphfalx0000s0501	0.0	C432	PF02992
super_0	7635976	7636879	Sphfalx0000s0501	0.0	C695	PF13960
super_0	7644144	7645077	Sphfalx0000s0503	0.0	C432	PF02992
super_0	7644144	7645077	Sphfalx0000s0503	0.0	C695	PF13960
super_0	7645312	7646184	Sphfalx0000s0504	0.0	C432	PF02992
super_0	7645312	7646184	Sphfalx0000s0504	0.0	C695	PF13960
super_0	8165328	8169965	Sphfalx0000s0540	0.0	C210	PF00400
super_0	8169784	8171244	Sphfalx0000s0541	0.0	C210	PF00400
super_0	11472661	11476421	Sphfalx0000s0746	0.0	C80	PF00069
super_0	11480104	11480391	Sphfalx0000s0747	0.0	C80	PF00069
super_1	648436	650046	Sphfalx0001s0044	0.0	C258	PF00651
super_1	648436	650046	Sphfalx0001s0044	0.0	C533	PF07707
super_1	650707	651935	Sphfalx0001s0045	0.0	C258	PF00651
super_1	650707	651935	Sphfalx0001s0045	0.0	C533	PF07707
super_1	651969	655354	Sphfalx0001s0046	0.0	C258	PF00651
super_1	651969	655354	Sphfalx0001s0046	0.0	C533	PF07707
super_1	655119	660960	Sphfalx0001s0047	0.0	C258	PF00651
super_1	655119	660960	Sphfalx0001s0047	0.0	C533	PF07707
super_1	4213143	4214456	Sphfalx0001s0262	0.0	C94	PF00076
super_1	5452786	5452986	Sphfalx0001s0350	0.0	C629	PF12796
super_1	5452786	5452986	Sphfalx0001s0350	0.0	C675	PF13637
super_1	5453953	5457092	Sphfalx0001s0351	0.0	C629	PF12796
super_1	5453953	5457092	Sphfalx0001s0351	0.0	C675	PF13637
super_1	6598542	6599305	Sphfalx0001s0429	0.0	C336	PF01208
super_10	1220541	1221503	Sphfalx0010s0069	0.0	C251	PF00550
super_10	1226979	1227141	Sphfalx0010s0072	0.0	C251	PF00550
super_10	2503384	2507305	Sphfalx0010s0165	0.0	C281	PF00665
super_10	4204153	4204704	Sphfalx0010s0279	0.0	C222	PF00403
super_10	4205160	4209397	Sphfalx0010s0280	0.0	C222	PF00403
super_101	1119031	1122435	Sphfalx0101s0074	0.0	C555	PF07714
super_101	1129316	1130065	Sphfalx0101s0076	0.0	C555	PF07714
super_103	402137	406655	Sphfalx0103s0027	0.0	C550	PF07714
super_103	407176	407880	Sphfalx0103s0028	0.0	C550	PF07714
super_104	613948	617050	Sphfalx0104s0043	0.0	C522	PF06813
super_105	1062069	1066804	Sphfalx0105s0065	0.0	C353	PF01426
super_105	1062069	1066804	Sphfalx0105s0065	0.0	C503	PF05641
super_105	1084196	1086967	Sphfalx0105s0067	0.0	C76	PF00069
super_107	94210	96184	Sphfalx0107s0009	0.0	C726	PF13976
super_107	94210	96184	Sphfalx0107s0009	0.0	C758	PF14227
super_107	113692	116141	Sphfalx0107s0011	0.0	C570	PF07727
super_107	113692	116141	Sphfalx0107s0011	0.0	C758	PF14227
super_107	135546	135809	Sphfalx0107s0013	0.0	C280	PF00665
super_107	135546	135809	Sphfalx0107s0013	0.0	C726	PF13976
super_107	135546	135809	Sphfalx0107s0013	0.0	C758	PF14227
super_11	154751	155850	Sphfalx0011s0016	0.0	C589	PF08240
super_11	1677961	1678669	Sphfalx0011s0102	0.0	C201	PF00350
super_11	1677961	1678669	Sphfalx0011s0102	0.0	C323	PF01031
super_11	1677961	1678669	Sphfalx0011s0102	0.0	C396	PF02212
super_11	1694682	1701222	Sphfalx0011s0104	0.0	C201	PF00350
super_11	1694682	1701222	Sphfalx0011s0104	0.0	C323	PF01031
super_11	1694682	1701222	Sphfalx0011s0104	0.0	C396	PF02212
super_111	984591	985562	Sphfalx0111s0058	0.0	C443	PF03140
super_112	421008	421275	Sphfalx0112s0027	0.0	C618	PF10235
super_114	836293	838554	Sphfalx0114s0051	0.0	C569	PF07727
super_118	881809	882141	Sphfalx0118s0052	0.0	C125	PF00098
super_118	881809	882141	Sphfalx0118s0052	0.0	C277	PF00665
super_118	881809	882141	Sphfalx0118s0052	0.0	C571	PF07727
super_118	881809	882141	Sphfalx0118s0052	0.0	C724	PF13976
super_118	881809	882141	Sphfalx0118s0052	0.0	C756	PF14227
super_13	552020	552505	Sphfalx0013s0047	0.0	C723	PF13976
super_130	199209	201812	Sphfalx0130s0019	0.0	C619	PF10237
super_130	207399	208063	Sphfalx0130s0020	0.0	C619	PF10237
super_130	208493	210399	Sphfalx0130s0021	0.0	C619	PF10237
super_130	376672	377227	Sphfalx0130s0032	0.0	C42	PF00067
super_131	153038	154535	Sphfalx0131s0012	0.0	C88	PF00069
super_132	500699	503812	Sphfalx0132s0028	0.0	C461	PF03407
super_132	716683	717027	Sphfalx0132s0043	0.0	C149	PF00141
super_132	717506	717966	Sphfalx0132s0044	0.0	C149	PF00141
super_137	316150	319328	Sphfalx0137s0022	0.0	C383	PF01676
super_137	316150	319328	Sphfalx0137s0022	0.0	C519	PF06415
super_137	320817	324046	Sphfalx0137s0023	0.0	C383	PF01676
super_137	320817	324046	Sphfalx0137s0023	0.0	C519	PF06415
super_14	2994957	2996138	Sphfalx0014s0193	0.0	C431	PF02992
super_14	2994957	2996138	Sphfalx0014s0193	0.0	C694	PF13952
super_14	2994957	2996138	Sphfalx0014s0193	0.0	C696	PF13960
super_14	2999785	3001083	Sphfalx0014s0194	0.0	C431	PF02992
super_14	2999785	3001083	Sphfalx0014s0194	0.0	C694	PF13952
super_14	2999785	3001083	Sphfalx0014s0194	0.0	C696	PF13960
super_14	3008036	3008824	Sphfalx0014s0195	0.0	C431	PF02992
super_14	3008036	3008824	Sphfalx0014s0195	0.0	C694	PF13952
super_14	3008036	3008824	Sphfalx0014s0195	0.0	C696	PF13960
super_140	209189	210409	Sphfalx0140s0011	0.0	C147	PF00141
super_140	455464	456083	Sphfalx0140s0031	0.0	C490	PF04885
super_140	469281	470473	Sphfalx0140s0034	0.0	C490	PF04885
super_141	221901	226490	Sphfalx0141s0021	0.0	C81	PF00069
super_144	17356	20077	Sphfalx0144s0002	0.0	C82	PF00069
super_144	17356	20077	Sphfalx0144s0002	0.0	C347	PF01419
super_144	26914	27297	Sphfalx0144s0004	0.0	C82	PF00069
super_144	26914	27297	Sphfalx0144s0004	0.0	C347	PF01419
super_144	59527	60982	Sphfalx0144s0006	0.0	C354	PF01426
super_146	444157	446159	Sphfalx0146s0027	0.0	C559	PF07714
super_146	447542	452193	Sphfalx0146s0028	0.0	C559	PF07714
super_146	540013	541246	Sphfalx0146s0036	0.0	C84	PF00069
super_147	484341	486918	Sphfalx0147s0030	0.0	C124	PF00098
super_148	688083	689200	Sphfalx0148s0034	0.0	C85	PF00069
super_148	688083	689200	Sphfalx0148s0034	0.0	C592	PF08263
super_148	688083	689200	Sphfalx0148s0034	0.0	C690	PF13855
super_15	286473	286562	Sphfalx0015s0015	0.0	C371	PF01535
super_15	286473	286562	Sphfalx0015s0015	0.0	C641	PF13041
super_15	650481	652146	Sphfalx0015s0048	0.0	C407	PF02496
super_15	651967	654264	Sphfalx0015s0049	0.0	C407	PF02496
super_152	33199	33774	Sphfalx0152s0003	0.0	C317	PF00931
super_152	187900	189495	Sphfalx0152s0017	0.0	C335	PF01198
super_152	189416	193348	Sphfalx0152s0018	0.0	C562	PF07714
super_152	189416	193348	Sphfalx0152s0018	0.0	C335	PF01198
super_152	192952	195990	Sphfalx0152s0019	0.0	C335	PF01198
super_152	224838	227135	Sphfalx0152s0024	0.0	C333	PF01168
super_152	228310	229477	Sphfalx0152s0025	0.0	C333	PF01168
super_152	228310	229477	Sphfalx0152s0025	0.0	C449	PF03171
super_152	228310	229477	Sphfalx0152s0025	0.0	C737	PF14226
super_152	239315	242973	Sphfalx0152s0026	0.0	C449	PF03171
super_152	239315	242973	Sphfalx0152s0026	0.0	C737	PF14226
super_153	489147	489698	Sphfalx0153s0030	0.0	C655	PF13360
super_153	507413	508995	Sphfalx0153s0032	0.0	C655	PF13360
super_156	633451	635150	Sphfalx0156s0053	0.0	C139	PF00134
super_156	633451	635150	Sphfalx0156s0053	0.0	C429	PF02984
super_156	635979	638266	Sphfalx0156s0054	0.0	C139	PF00134
super_156	635979	638266	Sphfalx0156s0054	0.0	C429	PF02984
super_16	2405560	2407232	Sphfalx0016s0191	0.0	C45	PF00067
super_16	2408517	2411321	Sphfalx0016s0192	0.0	C471	PF03807
super_16	2646484	2648003	Sphfalx0016s0208	0.0	C651	PF13091
super_16	3234822	3235354	Sphfalx0016s0252	0.0	C437	PF03055
super_16	3547702	3552483	Sphfalx0016s0270	0.0	C638	PF12937
super_163	94371	96564	Sphfalx0163s0008	0.0	C21	PF00043
