cluster_id	category	chr	start	end	n_features	n_bystanders	Number of Genes	Genes Pos Correl	Pos Correlation Avg	Genes Neg Correl	Neg Correlation Avg
C1	PF00004	super_126	13	49080	2	2	1794
C2	PF00004	super_23	322494	355885	2	0	510
C3	PF00004	super_54	1608772	1668631	2	2	237
C4	PF00005	super_14	1628658	1715586	2	11	359
C5	PF00005	super_14	3322300	3336282	2	0	13
C6	PF00005	super_28	1567022	1597191	2	0	132
C7	PF00005	super_34	2173621	2287699	2	4	334
C8	PF00005	super_4	800191	826668	2	0	213
C9	PF00005	super_4	1162473	1189637	2	0	173
C10	PF00005	super_40	401531	427795	2	0	346
C11	PF00005	super_41	583749	638504	3	0	632
C12	PF00006	super_92	739102	749498	2	0	58
C13	PF00009	super_17	1650248	1701158	2	2	202
C14	PF00009	super_5	233412	276419	2	1	738
C15	PF00010	super_71	244070	317915	2	1	1256
C16	PF00010	super_59	1254585	1308168	2	0	312
C17	PF00010	super_328	78735	108182	2	1	680
C18	PF00011	super_107	1063082	1076325	2	0	82
C19	PF00011	super_25	1898524	1902605	2	0	5	set(['Sphfalx0003s0145', 'Sphfalx0039s0116', 'Sphfalx0025s0143', 'Sphfalx0047s0142', 'Sphfalx0050s0122'])	0.5037397307991014	set([])	-0.3128159258478606
C20	PF00011	super_62	1225456	1228878	2	0	5	set(['Sphfalx0062s0095', 'Sphfalx0010s0071', 'Sphfalx0088s0081', 'Sphfalx0020s0099'])	0.38117488972255875	set(['Sphfalx0009s0080'])	-0.17755913775776092
C21	PF00011	super_62	1451492	1454152	2	0	2	set(['Sphfalx0062s0117', 'Sphfalx0026s0097'])	0.18695203051330928	set([])	0
C22	PF00011	super_66	910913	914402	2	0	2	set(['Sphfalx0066s0068', 'Sphfalx0073s0064'])	0	set([])	0
C23	PF00011	super_9	1300652	1304229	2	0	9	set(['Sphfalx0048s0084', 'Sphfalx0078s0089', 'Sphfalx0054s0075', 'Sphfalx0070s0089', 'Sphfalx0043s0097', 'Sphfalx0007s0063', 'Sphfalx0056s0101', 'Sphfalx0009s0087', 'Sphfalx0034s0102'])	0.11068485002708642	set([])	-0.15410965248117847
C24	PF00012	super_108	64947	183452	3	6	2841
C25	PF00012	super_73	527199	628762	2	9	1259
C26	PF00025	super_20	2006717	2109688	2	9	328
C27	PF00026	super_179	301622	327482	2	0	369
C28	PF00027	super_78	452649	457431	2	0	30
C29	PF00043	super_76	803869	810145	2	0	28
C30	PF00043	super_56	1300820	1317794	2	0	70
C31	PF00043	super_513	12799	30359	3	0	548
C32	PF00043	super_163	89719	105158	3	1	309
C33	PF00043	super_5	3219610	3336723	6	1	179
C34	PF00043	super_18	3055161	3084545	2	2	26
C35	PF00043	super_51	264816	283373	2	0	293
C36	PF00046	super_0	10187526	10285464	2	1	2	set([])	0	set(['Sphfalx0000s0670', 'Sphfalx0000s0669'])	-0.21764146801823603
C37	PF00046	super_103	87734	139685	2	3	1182
C38	PF00046	super_219	159810	196011	2	0	755
C39	PF00046	super_71	1457656	1498320	2	1	196
C40	PF00046	super_8	4427856	4463122	2	1	20
C41	PF00067	super_310	41208	59329	2	0	397
C42	PF00067	super_32	709540	831942	3	7	1203
C43	PF00067	super_35	2222274	2262132	2	0	104
C44	PF00067	super_35	2390296	2417590	2	1	70
C45	PF00067	super_362	1715	13921	2	0	429
C46	PF00067	super_42	996779	1038860	3	0	300
C47	PF00067	super_44	819734	918586	2	6	903
C48	PF00067	super_56	446303	459831	2	0	155
C49	PF00067	super_5	2880903	2953561	3	5	139
C50	PF00067	super_52	91045	132501	3	1	940
C51	PF00067	super_6	3270614	3307593	2	4	51
C52	PF00067	super_61	143961	176742	2	2	678
C53	PF00067	super_66	569490	637106	3	1	799
C54	PF00067	super_92	529942	560149	3	1	335
C55	PF00067	super_308	8990	22020	3	0	416
C56	PF00067	super_46	125071	139554	2	0	250
C57	PF00067	super_27	387126	389736	2	0	7	set(['Sphfalx0000s0038', 'Sphfalx0175s0035', 'Sphfalx0145s0030', 'Sphfalx0119s0032', 'Sphfalx0119s0033', 'Sphfalx0198s0031', 'Sphfalx0027s0029'])	0.4811176167475698	set([])	-0.4300393543155049
C58	PF00067	super_256	260410	309389	2	0	860
C59	PF00067	super_253	31231	98269	4	2	1772
C60	PF00067	super_0	6987281	7004752	2	0	1
C61	PF00067	super_117	389662	401182	2	0	123
C62	PF00067	super_12	588355	604183	2	0	148
C63	PF00067	super_130	375069	404522	3	1	436
C64	PF00067	super_16	2399574	2411321	2	1	23
C65	PF00067	super_167	184109	362388	6	8	3308
C66	PF00067	super_187	222981	231450	2	0	115
C67	PF00067	super_132	243835	360625	6	1	2006
C68	PF00067	super_21	2558888	2648573	5	2	192
C69	PF00067	super_212	13402	26099	2	0	363
C70	PF00067	super_214	261748	336874	2	2	1309
C71	PF00067	super_218	50815	71488	2	0	489
C72	PF00067	super_23	991594	1000637	2	0	51
C73	PF00067	super_25	1683404	1738490	2	6	220
C74	PF00067	super_196	126540	266739	5	7	2916
C75	PF00069	super_376	4044	89255	3	4	2617
C76	PF00069	super_450	4495	17587	2	0	424
C77	PF00069	super_44	416453	525414	2	12	1549
C78	PF00069	super_414	9381	73714	2	2	1965
C79	PF00069	super_403	11860	62103	2	3	1493
C80	PF00069	super_40	2279607	2369044	3	3	225
C81	PF00069	super_39	1628750	1824585	6	5	833
C82	PF00069	super_37	621786	683559	3	1	698
C83	PF00069	super_28	1738225	1815159	2	2	328
C84	PF00069	super_311	5447	80828	2	6	2324
C85	PF00069	super_31	969297	1018076	2	2	357
C86	PF00069	super_30	336145	422302	2	5	1414
C87	PF00069	super_3	4429733	4499511	2	5	32
C88	PF00069	super_29	1771079	1787152	2	0	47
C89	PF00069	super_287	49212	108617	2	8	1546
C90	PF00069	super_451	9197	30237	2	0	699
C91	PF00069	super_27	1775892	1809449	2	4	129
C92	PF00069	super_356	18212	114853	2	3	2685
C93	PF00069	super_464	42523	50127	2	0	128
C94	PF00069	super_64	1513536	1568865	2	2	255
C95	PF00069	super_49	767557	1010681	6	8	2171
C96	PF00069	super_98	649036	740163	2	7	1045
C97	PF00069	super_91	370787	410813	2	2	610
C98	PF00069	super_90	1009461	1077056	2	3	507
C99	PF00069	super_87	218211	281693	2	2	1170
C100	PF00069	super_84	1349818	1407332	2	5	303
C101	PF00069	super_8	2355865	2417819	3	1	151
C102	PF00069	super_77	777523	854155	2	3	708
C103	PF00069	super_77	26735	106335	2	6	2158
C104	PF00069	super_71	631919	699510	2	1	779
C105	PF00069	super_7	3130046	3208684	2	3	110
