chr	start	end	name	strand	cluster_id	category
super_0	223161	228419	Sphfalx0000s0023	0.0	C918	PF07200
super_0	264887	268946	Sphfalx0000s0029	0.0	C918	PF07200
super_0	281121	284901	Sphfalx0000s0030	0.0	C132	PF00069
super_0	354667	359468	Sphfalx0000s0035	0.0	C991	PF07714
super_0	354667	359468	Sphfalx0000s0035	0.0	C132	PF00069
super_0	374588	383166	Sphfalx0000s0037	0.0	C991	PF07714
super_0	480922	485578	Sphfalx0000s0047	0.0	C826	PF03999
super_0	495666	500487	Sphfalx0000s0049	0.0	C826	PF03999
super_0	527114	528367	Sphfalx0000s0052	0.0	C785	PF03184
super_0	570071	571504	Sphfalx0000s0056	0.0	C785	PF03184
super_0	663740	671273	Sphfalx0000s0067	0.0	C131	PF00069
super_0	686241	689042	Sphfalx0000s0070	0.0	C131	PF00069
super_0	1641091	1643566	Sphfalx0000s0119	0.0	C823	PF03953
super_0	1641091	1643566	Sphfalx0000s0119	0.0	C195	PF00091
super_0	1648396	1650540	Sphfalx0000s0120	0.0	C823	PF03953
super_0	1648396	1650540	Sphfalx0000s0120	0.0	C195	PF00091
super_0	1662162	1664174	Sphfalx0000s0121	0.0	C823	PF03953
super_0	1662162	1664174	Sphfalx0000s0121	0.0	C195	PF00091
super_0	2524583	2530403	Sphfalx0000s0190	0.0	C130	PF00069
super_0	2553233	2553508	Sphfalx0000s0191	0.0	C309	PF00240
super_0	2562005	2562280	Sphfalx0000s0193	0.0	C309	PF00240
super_0	2575221	2578162	Sphfalx0000s0194	0.0	C130	PF00069
super_0	2763552	2764982	Sphfalx0000s0198	0.0	C1366	PF14244
super_0	2778389	2779458	Sphfalx0000s0199	0.0	C1366	PF14244
super_0	2894229	2896445	Sphfalx0000s0208	0.0	C250	PF00141
super_0	2908523	2910611	Sphfalx0000s0209	0.0	C250	PF00141
super_0	3546048	3547315	Sphfalx0000s0251	0.0	C267	PF00160
super_0	3570358	3570812	Sphfalx0000s0252	0.0	C267	PF00160
super_0	4621532	4625338	Sphfalx0000s0306	0.0	C648	PF01535
super_0	4621532	4625338	Sphfalx0000s0306	0.0	C1170	PF13041
super_0	4724093	4733033	Sphfalx0000s0312	0.0	C648	PF01535
super_0	4724093	4733033	Sphfalx0000s0312	0.0	C1170	PF13041
super_0	4740454	4742146	Sphfalx0000s0314	0.0	C648	PF01535
super_0	4740454	4742146	Sphfalx0000s0314	0.0	C1170	PF13041
super_0	5057992	5061671	Sphfalx0000s0338	0.0	C990	PF07714
super_0	5140590	5143253	Sphfalx0000s0345	0.0	C990	PF07714
super_0	6008385	6019600	Sphfalx0000s0397	0.0	C1259	PF13855
super_0	6008385	6019600	Sphfalx0000s0397	0.0	C129	PF00069
super_0	6038899	6041779	Sphfalx0000s0399	0.0	C129	PF00069
super_0	6042086	6051911	Sphfalx0000s0400	0.0	C1259	PF13855
super_0	6063517	6073549	Sphfalx0000s0401	0.0	C1259	PF13855
super_0	6105157	6114243	Sphfalx0000s0402	0.0	C1259	PF13855
super_0	6105157	6114243	Sphfalx0000s0402	0.0	C129	PF00069
super_0	6161326	6174994	Sphfalx0000s0403	0.0	C1259	PF13855
super_0	6161326	6174994	Sphfalx0000s0403	0.0	C129	PF00069
super_0	6181324	6191327	Sphfalx0000s0404	0.0	C1259	PF13855
super_0	6441072	6443923	Sphfalx0000s0420	0.0	C714	PF02519
super_0	6444476	6446864	Sphfalx0000s0421	0.0	C714	PF02519
super_0	6987281	6991168	Sphfalx0000s0452	0.0	C60	PF00067
super_0	7002766	7004752	Sphfalx0000s0453	0.0	C60	PF00067
super_0	7023023	7024520	Sphfalx0000s0454	0.0	C1054	PF08240
super_0	7023023	7024520	Sphfalx0000s0454	0.0	C223	PF00107
super_0	7056587	7058337	Sphfalx0000s0455	0.0	C1054	PF08240
super_0	7056587	7058337	Sphfalx0000s0455	0.0	C223	PF00107
super_0	7360429	7372557	Sphfalx0000s0480	0.0	C668	PF01593
