cluster_id	category	chr	start	end	n_features	n_bystanders	Number of Genes	Genes Pos Correl	Pos Correlation Avg	Genes Neg Correl	Neg Correlation Avg
C1	PF00004	super_23	322494	355885	2	0	510
C2	PF00005	super_14	3322300	3336282	2	0	13
C3	PF00005	super_28	1567022	1597191	2	0	132
C4	PF00005	super_4	800191	826668	2	0	213
C5	PF00005	super_4	1162473	1189637	2	0	173
C6	PF00005	super_40	401531	427795	2	0	346
C7	PF00005	super_41	583749	638504	3	0	632
C8	PF00006	super_92	739102	749498	2	0	58
C9	PF00010	super_328	78735	108182	2	1	680
C10	PF00011	super_9	1300652	1304229	2	0	9	set(['Sphfalx0048s0084', 'Sphfalx0078s0089', 'Sphfalx0054s0075', 'Sphfalx0070s0089', 'Sphfalx0043s0097', 'Sphfalx0007s0063', 'Sphfalx0056s0101', 'Sphfalx0009s0087', 'Sphfalx0034s0102'])	0.11068485002708642	set([])	-0.15410965248117847
C11	PF00011	super_66	910913	914402	2	0	2	set(['Sphfalx0066s0068', 'Sphfalx0073s0064'])	0	set([])	0
C12	PF00011	super_62	1451492	1454152	2	0	2	set(['Sphfalx0062s0117', 'Sphfalx0026s0097'])	0.18695203051330928	set([])	0
C13	PF00011	super_25	1898524	1902605	2	0	5	set(['Sphfalx0003s0145', 'Sphfalx0039s0116', 'Sphfalx0025s0143', 'Sphfalx0047s0142', 'Sphfalx0050s0122'])	0.5037397307991014	set([])	-0.3128159258478606
C14	PF00011	super_107	1063082	1076325	2	0	82
C15	PF00011	super_62	1225456	1228878	2	0	5	set(['Sphfalx0062s0095', 'Sphfalx0010s0071', 'Sphfalx0088s0081', 'Sphfalx0020s0099'])	0.38117488972255875	set(['Sphfalx0009s0080'])	-0.17755913775776092
C16	PF00026	super_179	301622	327482	2	0	369
C17	PF00027	super_78	452649	457431	2	0	30
C18	PF00043	super_513	12799	30359	3	0	548
C19	PF00043	super_76	803869	810145	2	0	28
C20	PF00043	super_56	1300820	1317794	2	0	70
C21	PF00043	super_51	264816	283373	2	0	293
C22	PF00043	super_18	3055161	3084545	2	2	26
C23	PF00043	super_5	3219610	3242459	2	0	36
C24	PF00043	super_163	89719	105158	3	1	309
C25	PF00043	super_5	3306142	3336723	4	0	41
C26	PF00067	super_27	387126	389736	2	0	7	set(['Sphfalx0000s0038', 'Sphfalx0175s0035', 'Sphfalx0145s0030', 'Sphfalx0119s0032', 'Sphfalx0119s0033', 'Sphfalx0198s0031', 'Sphfalx0027s0029'])	0.4811176167475698	set([])	-0.4300393543155049
C27	PF00067	super_92	529942	560149	3	1	335
C28	PF00067	super_66	615542	637106	2	0	219
C29	PF00067	super_56	446303	459831	2	0	155
C30	PF00067	super_52	91045	132501	3	1	940
C31	PF00067	super_5	2880903	2892496	2	1	15
C32	PF00067	super_46	125071	139554	2	0	250
C33	PF00067	super_42	996779	999610	2	0	7	set(['Sphfalx0012s0071', 'Sphfalx0027s0080', 'Sphfalx0111s0059', 'Sphfalx0042s0071', 'Sphfalx0021s0056', 'Sphfalx0035s0072', 'Sphfalx0090s0086'])	0.48676302022484996	set([])	-0.41508441684858083
C34	PF00067	super_362	1715	13921	2	0	429
C35	PF00067	super_35	2390296	2417590	2	1	70
C36	PF00067	super_310	41208	59329	2	0	397
C37	PF00067	super_308	8990	22020	3	0	416
C38	PF00067	super_253	31231	66027	3	1	884
C39	PF00067	super_212	13402	26099	2	0	363
C40	PF00067	super_218	50815	71488	2	0	489
C41	PF00067	super_23	991594	1000637	2	0	51
C42	PF00067	super_0	6987281	7004752	2	0	1
C43	PF00067	super_117	389662	401182	2	0	123
C44	PF00067	super_130	375069	404522	3	1	436
C45	PF00067	super_132	243835	295089	3	0	848
C46	PF00067	super_132	358760	360625	2	0	9	set(['Sphfalx0241s0024', 'Sphfalx0124s0025', 'Sphfalx0132s0019', 'Sphfalx0119s0029', 'Sphfalx0129s0019', 'Sphfalx0197s0024', 'Sphfalx0198s0027', 'Sphfalx0025s0027', 'Sphfalx0043s0027'])	0.09112712864121862	set([])	-0.2556730183634554
C47	PF00067	super_12	588355	604183	2	0	148
C48	PF00067	super_167	215029	245252	3	2	555
C49	PF00067	super_187	222981	231450	2	0	115
C50	PF00067	super_196	126540	148620	3	1	422
C51	PF00067	super_21	2558888	2648573	5	2	192
C52	PF00067	super_16	2399574	2411321	2	1	23
C53	PF00069	super_39	1789885	1824585	2	0	125
C54	PF00069	super_245	258125	284497	2	0	442
C55	PF00069	super_258	5200	9100	2	0	70
C56	PF00069	super_29	1771079	1787152	2	0	47
C57	PF00069	super_245	168686	221487	3	1	1054
C58	PF00069	super_37	672195	683559	2	0	101
C59	PF00069	super_376	62490	89255	2	1	663
C60	PF00069	super_39	1628750	1691124	3	2	246
C61	PF00069	super_40	2279607	2312485	2	1	85
C62	PF00069	super_54	66621	86561	2	1	452
C63	PF00069	super_451	9197	30237	2	0	699
C64	PF00069	super_464	42523	50127	2	0	128
C65	PF00069	super_472	10633	40900	2	1	968
C66	PF00069	super_49	982451	1010681	2	1	197
C67	PF00069	super_534	2	27245	2	1	1137
C68	PF00069	super_59	997533	1020089	2	0	147
C69	PF00069	super_61	790411	799220	2	0	54
C70	PF00069	super_8	2392447	2417819	2	0	63
C71	PF00069	super_238	290834	318833	2	1	438
C72	PF00069	super_450	4495	17587	2	0	424
C73	PF00069	super_238	189659	208555	2	0	312
C74	PF00069	super_0	663740	689042	2	2	275
C75	PF00069	super_210	241004	284496	3	0	716
C76	PF00069	super_0	6008385	6041779	2	1	6	set(['Sphfalx0001s0390', 'Sphfalx0001s0391', 'Sphfalx0001s0392', 'Sphfalx0000s0399', 'Sphfalx0000s0398', 'Sphfalx0002s0410'])	0.4542287397050371	set([])	-0.21466301541190103
C77	PF00069	super_0	11460426	11489099	2	2	3	set(['Sphfalx0000s0748', 'Sphfalx0000s0746', 'Sphfalx0000s0747'])	0.1543816471102112	set([])	0
C78	PF00069	super_103	553254	599279	3	1	553
C79	PF00069	super_232	189405	214421	2	0	456
C80	PF00069	super_109	86560	115184	2	0	648
C81	PF00069	super_117	177299	191618	2	0	236
C82	PF00069	super_12	2430633	2453557	2	0	39
C83	PF00069	super_131	129058	157385	2	1	553
C84	PF00069	super_141	214369	232210	2	1	288
C85	PF00069	super_105	1062069	1094786	3	1	222
C86	PF00069	super_146	340670	353400	2	0	157
C87	PF00069	super_146	455436	486794	2	0	395
C88	PF00069	super_146	531941	548611	2	1	161
C89	PF00069	super_148	652333	732067	4	5	920
C90	PF00069	super_16	3043226	3074631	2	0	35
C91	PF00069	super_17	1041451	1052137	2	0	45
C92	PF00069	super_181	374849	433781	4	3	886
C93	PF00069	super_19	535184	558084	2	1	243
C94	PF00069	super_144	2215	27564	2	2	916
C95	PF00076	super_67	1459827	1465400	2	0	16
C96	PF00076	super_65	1302335	1317384	2	0	61
C97	PF00076	super_44	2001187	2014423	2	0	41
C98	PF00076	super_2	3049221	3070868	2	0	22
C99	PF00076	super_26	1579792	1586475	2	1	19
C100	PF00076	super_1	4201251	4225006	2	1	24
C101	PF00076	super_28	1336153	1345364	2	2	37
C102	PF00078	super_337	17453	29968	2	0	341
C103	PF00078	super_9	1328056	1338860	2	0	53
C104	PF00078	super_8	1942322	1957574	2	0	53
C105	PF00078	super_5	82169	94437	2	0	228
C106	PF00078	super_304	77750	97988	2	0	418
C107	PF00078	super_278	16505	46936	2	0	893
C108	PF00078	super_186	393193	418782	2	0	327
C109	PF00078	super_160	357055	369309	2	0	164
C110	PF00078	super_155	9242	36257	2	0	891
C111	PF00078	super_10	2495182	2507305	3	0	19
C112	PF00078	super_1	6710180	6719692	2	0	2	set(['Sphfalx0000s0432', 'Sphfalx0001s0439'])	0.4682503147553264	set([])	0
C113	PF00078	super_19	2810796	2822574	2	0	12
C114	PF00082	super_4	5421264	5435821	2	0	7	set(['Sphfalx0006s0399', 'Sphfalx0001s0347', 'Sphfalx0003s0390', 'Sphfalx0004s0376', 'Sphfalx0002s0368', 'Sphfalx0002s0369', 'Sphfalx0000s0359'])	0.3362804356546727	set([])	-0.23858457942059977
C115	PF00091	super_35	1459105	1487079	3	0	135
C116	PF00091	super_0	1641091	1664174	3	0	81
C117	PF00091	super_161	152943	165878	2	0	232
C118	PF00097	super_307	173283	180197	2	0	69
C119	PF00098	super_282	77156	86386	2	1	143
C120	PF00098	super_34	2472832	2477827	2	0	3	set(['Sphfalx0035s0159', 'Sphfalx0034s0188'])	0.01564976165769564	set(['Sphfalx0024s0138'])	-0.09033947308917495
C121	PF00098	super_386	87227	94679	2	0	96
C122	PF00098	super_3	2622637	2639584	2	1	31
C123	PF00098	super_61	1801678	1809815	2	0	21
C124	PF00098	super_73	1045489	1055416	2	0	44
C125	PF00098	super_241	169066	177994	2	0	114
C126	PF00098	super_391	531	12922	2	0	456
C127	PF00098	super_241	101778	131989	2	1	645
C128	PF00098	super_25	10765	31068	2	2	664
C129	PF00098	super_19	2810796	2822574	2	0	12
C130	PF00098	super_188	203741	209441	2	0	63
C131	PF00098	super_185	1143	35899	5	1	1262
C132	PF00098	super_175	7247	23887	2	1	554
C133	PF00098	super_158	399022	412773	2	0	152
C134	PF00098	super_147	453530	490469	3	1	491
C135	PF00098	super_118	878116	898960	2	1	176
C136	PF00098	super_107	113692	138752	2	2	505
C137	PF00098	super_1	6710180	6719692	2	0	2	set(['Sphfalx0000s0432', 'Sphfalx0001s0439'])	0.4682503147553264	set([])	0
C138	PF00098	super_205	208651	214157	2	0	54
C139	PF00106	super_2	4696018	4705294	2	0	4	set(['Sphfalx0002s0306', 'Sphfalx0006s0353', 'Sphfalx0004s0314', 'Sphfalx0003s0342'])	0.12583899249819752	set([])	-0.316588623210217
C140	PF00106	super_591	2	15588	2	1	701
C141	PF00107	super_70	733645	786348	7	1	481
C142	PF00107	super_25	2817187	2824060	2	0	5	set(['Sphfalx0011s0171', 'Sphfalx0019s0165', 'Sphfalx0025s0216', 'Sphfalx0020s0216', 'Sphfalx0005s0195'])	0.298769189325598	set([])	-0.32795874453229285
C143	PF00107	super_140	354068	376109	2	0	333
C144	PF00107	super_11	151257	168829	3	0	336
C145	PF00119	super_9	4517531	4539556	2	3	10	set(['Sphfalx0009s0321', 'Sphfalx0009s0320', 'Sphfalx0009s0322', 'Sphfalx0003s0327', 'Sphfalx0006s0341', 'Sphfalx0008s0257', 'Sphfalx0009s0319', 'Sphfalx0005s0324', 'Sphfalx0007s0286', 'Sphfalx0002s0293'])	0.16978773425923446	set([])	-0.3014008031104083
C146	PF00120	super_16	410972	429027	2	0	222
C147	PF00120	super_239	265269	283068	2	0	281
C148	PF00122	super_74	973999	1021040	2	0	340
C149	PF00125	super_297	81659	85353	2	0	28
C150	PF00134	super_156	629591	641178	2	2	90
C151	PF00139	super_181	408519	433781	2	1	326
C152	PF00139	super_210	193503	212752	2	0	324
C153	PF00139	super_210	258101	284496	2	0	443
C154	PF00141	super_4	633397	660571	2	0	265
C155	PF00141	super_68	968211	991802	2	0	160
C156	PF00141	super_3	4457878	4461502	2	0	1
C157	PF00141	super_75	760087	779754	2	2	155
C158	PF00141	super_7	1054291	1058442	2	0	8	set(['Sphfalx0076s0050', 'Sphfalx0012s0076', 'Sphfalx0101s0069', 'Sphfalx0043s0074', 'Sphfalx0084s0055', 'Sphfalx0007s0056', 'Sphfalx0026s0079', 'Sphfalx0100s0070'])	0.3672377532879261	set([])	-0.25530322136566014
C159	PF00141	super_277	31328	57729	2	1	646
C160	PF00141	super_2	690838	720417	3	1	302
C161	PF00141	super_157	550617	573475	2	0	265
C162	PF00141	super_154	654917	691116	6	0	413
C163	PF00141	super_140	206123	221583	2	1	266
C164	PF00141	super_132	760934	775108	2	0	103
C165	PF00141	super_132	709977	734439	2	2	233
C166	PF00141	super_0	2894229	2910611	2	0	24
C167	PF00149	super_46	82439	101146	2	0	381
C168	PF00153	super_190	438498	453554	2	2	178
C169	PF00153	super_43	1795595	1822007	2	1	91
C170	PF00153	super_46	376090	396559	2	1	284
