chr	start	end	name	strand	cluster_id	category
super_0	368517	372584	Sphfalx0000s0036	0.0	C610	PF07714
super_0	491501	493315	Sphfalx0000s0048	0.0	C530	PF03999
super_0	674484	678352	Sphfalx0000s0068	0.0	C74	PF00069
super_0	680021	685885	Sphfalx0000s0069	0.0	C74	PF00069
super_0	2553632	2554175	Sphfalx0000s0192	0.0	C197	PF00240
super_0	4732079	4735720	Sphfalx0000s0313	0.0	C415	PF01535
super_0	4732079	4735720	Sphfalx0000s0313	0.0	C720	PF13041
super_0	6024728	6028095	Sphfalx0000s0398	0.0	C76	PF00069
super_0	6024728	6028095	Sphfalx0000s0398	0.0	C765	PF13855
super_0	6038899	6041779	Sphfalx0000s0399	0.0	C765	PF13855
super_0	7635976	7636879	Sphfalx0000s0501	0.0	C477	PF02992
super_0	7635976	7636879	Sphfalx0000s0501	0.0	C775	PF13960
super_0	7644144	7645077	Sphfalx0000s0503	0.0	C477	PF02992
super_0	7644144	7645077	Sphfalx0000s0503	0.0	C775	PF13960
super_0	7645312	7646184	Sphfalx0000s0504	0.0	C477	PF02992
super_0	7645312	7646184	Sphfalx0000s0504	0.0	C775	PF13960
super_0	8165328	8169965	Sphfalx0000s0540	0.0	C232	PF00400
super_0	8169784	8171244	Sphfalx0000s0541	0.0	C232	PF00400
super_0	8231473	8239649	Sphfalx0000s0545	0.0	C411	PF01535
super_0	9257280	9258047	Sphfalx0000s0610	0.0	C417	PF01541
super_0	11472661	11476421	Sphfalx0000s0746	0.0	C77	PF00069
super_0	11480104	11480391	Sphfalx0000s0747	0.0	C77	PF00069
super_1	274950	276549	Sphfalx0001s0018	0.0	C650	PF08238
super_1	290993	291247	Sphfalx0001s0019	0.0	C650	PF08238
super_1	648436	650046	Sphfalx0001s0044	0.0	C286	PF00651
super_1	648436	650046	Sphfalx0001s0044	0.0	C590	PF07707
super_1	650707	651935	Sphfalx0001s0045	0.0	C286	PF00651
super_1	650707	651935	Sphfalx0001s0045	0.0	C590	PF07707
super_1	651969	655354	Sphfalx0001s0046	0.0	C286	PF00651
super_1	651969	655354	Sphfalx0001s0046	0.0	C590	PF07707
super_1	655119	660960	Sphfalx0001s0047	0.0	C286	PF00651
super_1	655119	660960	Sphfalx0001s0047	0.0	C590	PF07707
super_1	4213143	4214456	Sphfalx0001s0262	0.0	C100	PF00076
super_1	5431637	5432572	Sphfalx0001s0347	0.0	C696	PF12796
super_1	5435404	5436516	Sphfalx0001s0348	0.0	C696	PF12796
