cluster_id	category	chr	start	end	n_features	n_bystanders	Number of Genes	Genes Pos Correl	Pos Correlation Avg	Genes Neg Correl	Neg Correlation Avg
C1	PF00004	super_23	322494	355885	2	0	1
C2	PF00005	super_14	3322300	3336282	2	0	1
C3	PF00005	super_28	1567022	1597191	2	0	1
C4	PF00005	super_4	800191	826668	2	0	1
C5	PF00005	super_4	1162473	1189637	2	0	1
C6	PF00005	super_40	401531	427795	2	0	1
C7	PF00005	super_41	583749	638504	3	0	2	Pairs: 1, Sphfalx0041s0027 (ABC-transporter N-terminal) Sphfalx0041s0028 (ABC-transporter N-terminal)	0.7161404309783383	Pairs: 0,	0
C8	PF00006	super_92	739102	749498	2	0	1
C9	PF00010	super_328	78735	108182	2	1	2	Pairs: 1, Sphfalx0328s0010 (Acyl-CoA dehydrogenase, C-terminal domain) Sphfalx0328s0011 (Helix-loop-helix DNA-binding domain)	0.2562574975567431	Pairs: 0,	0
C10	PF00011	super_9	1300652	1304229	2	0	1
C11	PF00011	super_66	910913	914402	2	0	1
C12	PF00011	super_62	1451492	1454152	2	0	1
C13	PF00011	super_25	1898524	1902605	2	0	1
C14	PF00011	super_107	1063082	1076325	2	0	1
C15	PF00011	super_62	1225456	1228878	2	0	1
C16	PF00026	super_179	301622	327482	2	0	1
C17	PF00027	super_78	452649	457431	2	0	1
C18	PF00043	super_513	12799	30359	3	0	2	Pairs: 1, Sphfalx0513s0002 (Glutathione S-transferase, C-terminal domain) Sphfalx0513s0003 (Glutathione S-transferase, C-terminal domain)	0.911909875963647	Pairs: 0,	0
C19	PF00043	super_76	803869	810145	2	0	1
C20	PF00043	super_56	1300820	1317794	2	0	1
C21	PF00043	super_51	264816	283373	2	0	1
C22	PF00043	super_18	3055161	3084545	2	2	3	Pairs: 2, Sphfalx0018s0222 (NRDE-2, necessary for RNA interference) Sphfalx0018s0223 (tRNA methyl transferase) Sphfalx0018s0224 (Glutathione S-transferase, C-terminal domain)	0.9213869565912567	Pairs: 0,	0
C23	PF00043	super_5	3219610	3242459	2	0	1
