chr	start	end	name	strand	cluster_id	category
super_0	199935	202900	Sphfalx0000s0017	0.0	C1282	PF07714
super_0	206983	209227	Sphfalx0000s0018	0.0	C1282	PF07714
super_0	210623	212959	Sphfalx0000s0019	0.0	C1282	PF07714
super_0	215468	216549	Sphfalx0000s0020	0.0	C1282	PF07714
super_0	217134	219655	Sphfalx0000s0021	0.0	C1282	PF07714
super_0	219243	220978	Sphfalx0000s0022	0.0	C1282	PF07714
super_0	223161	228419	Sphfalx0000s0023	0.0	C1282	PF07714
super_0	229128	230373	Sphfalx0000s0024	0.0	C1187	PF07200
super_0	229128	230373	Sphfalx0000s0024	0.0	C1282	PF07714
super_0	236991	238674	Sphfalx0000s0025	0.0	C1187	PF07200
super_0	236991	238674	Sphfalx0000s0025	0.0	C1282	PF07714
super_0	242800	244127	Sphfalx0000s0026	0.0	C1187	PF07200
super_0	242800	244127	Sphfalx0000s0026	0.0	C1282	PF07714
super_0	254592	258404	Sphfalx0000s0027	0.0	C1187	PF07200
super_0	254592	258404	Sphfalx0000s0027	0.0	C1282	PF07714
super_0	264173	264683	Sphfalx0000s0028	0.0	C1187	PF07200
super_0	264173	264683	Sphfalx0000s0028	0.0	C1282	PF07714
super_0	264887	268946	Sphfalx0000s0029	0.0	C1282	PF07714
super_0	281121	284901	Sphfalx0000s0030	0.0	C1282	PF07714
super_0	297585	302889	Sphfalx0000s0031	0.0	C182	PF00069
super_0	297585	302889	Sphfalx0000s0031	0.0	C1282	PF07714
super_0	307608	307976	Sphfalx0000s0032	0.0	C182	PF00069
super_0	307608	307976	Sphfalx0000s0032	0.0	C1282	PF07714
super_0	321746	328923	Sphfalx0000s0033	0.0	C182	PF00069
super_0	321746	328923	Sphfalx0000s0033	0.0	C1282	PF07714
super_0	330318	332694	Sphfalx0000s0034	0.0	C182	PF00069
super_0	330318	332694	Sphfalx0000s0034	0.0	C1282	PF07714
super_0	368517	372584	Sphfalx0000s0036	0.0	C1282	PF07714
super_0	491501	493315	Sphfalx0000s0048	0.0	C1073	PF03999
super_0	532829	538591	Sphfalx0000s0053	0.0	C1025	PF03184
super_0	548372	548863	Sphfalx0000s0054	0.0	C1025	PF03184
super_0	562349	563826	Sphfalx0000s0055	0.0	C1025	PF03184
super_0	674484	678352	Sphfalx0000s0068	0.0	C181	PF00069
super_0	680021	685885	Sphfalx0000s0069	0.0	C181	PF00069
super_0	1589439	1592746	Sphfalx0000s0114	0.0	C233	PF00076
super_0	1594690	1595719	Sphfalx0000s0115	0.0	C233	PF00076
super_0	1610495	1612978	Sphfalx0000s0116	0.0	C233	PF00076
super_0	1613303	1615984	Sphfalx0000s0117	0.0	C233	PF00076
super_0	1627054	1630596	Sphfalx0000s0118	0.0	C233	PF00076
super_0	1641091	1643566	Sphfalx0000s0119	0.0	C233	PF00076
super_0	1648396	1650540	Sphfalx0000s0120	0.0	C233	PF00076
super_0	1662162	1664174	Sphfalx0000s0121	0.0	C233	PF00076
super_0	1669649	1671006	Sphfalx0000s0122	0.0	C233	PF00076
super_0	1674844	1677760	Sphfalx0000s0123	0.0	C233	PF00076
super_0	1683893	1688770	Sphfalx0000s0124	0.0	C233	PF00076
super_0	1689932	1692011	Sphfalx0000s0125	0.0	C233	PF00076
super_0	1694390	1696970	Sphfalx0000s0126	0.0	C233	PF00076
super_0	1699317	1701357	Sphfalx0000s0127	0.0	C233	PF00076
super_0	1734707	1741663	Sphfalx0000s0128	0.0	C233	PF00076
super_0	1760776	1764869	Sphfalx0000s0129	0.0	C233	PF00076
super_0	1781872	1789038	Sphfalx0000s0130	0.0	C233	PF00076
super_0	1796574	1803657	Sphfalx0000s0131	0.0	C233	PF00076
super_0	2310685	2313278	Sphfalx0000s0169	0.0	C1615	PF13855
super_0	2370531	2376584	Sphfalx0000s0170	0.0	C1615	PF13855
super_0	2376799	2378553	Sphfalx0000s0171	0.0	C1615	PF13855
super_0	2378845	2379811	Sphfalx0000s0172	0.0	C1615	PF13855
super_0	2380824	2382962	Sphfalx0000s0173	0.0	C1615	PF13855
super_0	2383640	2389286	Sphfalx0000s0174	0.0	C1615	PF13855
super_0	2413706	2415943	Sphfalx0000s0175	0.0	C1615	PF13855
super_0	2417255	2421325	Sphfalx0000s0176	0.0	C1615	PF13855
super_0	2427745	2432509	Sphfalx0000s0177	0.0	C1615	PF13855
super_0	2432701	2433496	Sphfalx0000s0178	0.0	C1615	PF13855
super_0	2433895	2440859	Sphfalx0000s0179	0.0	C1615	PF13855
super_0	2450333	2456304	Sphfalx0000s0180	0.0	C1615	PF13855
super_0	2456392	2461663	Sphfalx0000s0181	0.0	C1615	PF13855
super_0	2462462	2467971	Sphfalx0000s0182	0.0	C1615	PF13855
super_0	2471968	2472819	Sphfalx0000s0183	0.0	C1615	PF13855
super_0	2483207	2487643	Sphfalx0000s0184	0.0	C1615	PF13855
super_0	2490976	2491179	Sphfalx0000s0185	0.0	C1615	PF13855
super_0	2496799	2498463	Sphfalx0000s0186	0.0	C1615	PF13855
super_0	2502564	2504720	Sphfalx0000s0187	0.0	C1615	PF13855
super_0	2506128	2510033	Sphfalx0000s0188	0.0	C1615	PF13855
super_0	2514413	2517073	Sphfalx0000s0189	0.0	C1615	PF13855
super_0	2553233	2553508	Sphfalx0000s0191	0.0	C180	PF00069
super_0	2553632	2554175	Sphfalx0000s0192	0.0	C180	PF00069
super_0	2553632	2554175	Sphfalx0000s0192	0.0	C418	PF00240
super_0	2562005	2562280	Sphfalx0000s0193	0.0	C180	PF00069
super_0	4621532	4625338	Sphfalx0000s0306	0.0	C931	PF02466
super_0	4673950	4680128	Sphfalx0000s0307	0.0	C931	PF02466
super_0	4673950	4680128	Sphfalx0000s0307	0.0	C848	PF01535
super_0	4673950	4680128	Sphfalx0000s0307	0.0	C1486	PF13041
super_0	4683457	4687437	Sphfalx0000s0308	0.0	C931	PF02466
super_0	4683457	4687437	Sphfalx0000s0308	0.0	C848	PF01535
super_0	4683457	4687437	Sphfalx0000s0308	0.0	C1486	PF13041
super_0	4691128	4700786	Sphfalx0000s0309	0.0	C931	PF02466
super_0	4691128	4700786	Sphfalx0000s0309	0.0	C848	PF01535
super_0	4691128	4700786	Sphfalx0000s0309	0.0	C1486	PF13041
super_0	4712752	4713348	Sphfalx0000s0310	0.0	C848	PF01535
super_0	4712752	4713348	Sphfalx0000s0310	0.0	C1486	PF13041
super_0	4715990	4716482	Sphfalx0000s0311	0.0	C848	PF01535
super_0	4715990	4716482	Sphfalx0000s0311	0.0	C1486	PF13041
super_0	4732079	4735720	Sphfalx0000s0313	0.0	C848	PF01535
super_0	4732079	4735720	Sphfalx0000s0313	0.0	C1486	PF13041
super_0	5081451	5084555	Sphfalx0000s0339	0.0	C1281	PF07714
super_0	5085671	5088621	Sphfalx0000s0340	0.0	C1281	PF07714
super_0	5106960	5108426	Sphfalx0000s0341	0.0	C1281	PF07714
super_0	5129121	5136909	Sphfalx0000s0342	0.0	C1281	PF07714
super_0	5137138	5138486	Sphfalx0000s0343	0.0	C1281	PF07714
super_0	5137985	5140129	Sphfalx0000s0344	0.0	C1281	PF07714
super_0	6024728	6028095	Sphfalx0000s0398	0.0	C179	PF00069
super_0	6024728	6028095	Sphfalx0000s0398	0.0	C1614	PF13855
super_0	6038899	6041779	Sphfalx0000s0399	0.0	C1614	PF13855
super_0	6042086	6051911	Sphfalx0000s0400	0.0	C179	PF00069
super_0	6063517	6073549	Sphfalx0000s0401	0.0	C179	PF00069
super_0	7103451	7113966	Sphfalx0000s0456	0.0	C1355	PF08240
super_0	7117623	7119092	Sphfalx0000s0457	0.0	C1355	PF08240
super_0	7120600	7123868	Sphfalx0000s0458	0.0	C1355	PF08240
super_0	7134306	7136275	Sphfalx0000s0459	0.0	C1355	PF08240
super_0	7136666	7138664	Sphfalx0000s0460	0.0	C1355	PF08240
super_0	7139349	7140249	Sphfalx0000s0461	0.0	C1355	PF08240
super_0	7141576	7144387	Sphfalx0000s0462	0.0	C1355	PF08240
super_0	7152296	7163033	Sphfalx0000s0463	0.0	C1355	PF08240
super_0	7166458	7171308	Sphfalx0000s0464	0.0	C1355	PF08240
super_0	7179505	7183504	Sphfalx0000s0465	0.0	C1355	PF08240
super_0	7185697	7188462	Sphfalx0000s0466	0.0	C1355	PF08240
super_0	7189097	7197078	Sphfalx0000s0467	0.0	C1355	PF08240
super_0	7203380	7209900	Sphfalx0000s0468	0.0	C1355	PF08240
super_0	7224690	7226161	Sphfalx0000s0469	0.0	C1355	PF08240
super_0	7231421	7234417	Sphfalx0000s0470	0.0	C1355	PF08240
super_0	7238330	7247871	Sphfalx0000s0471	0.0	C1355	PF08240
super_0	7249192	7253991	Sphfalx0000s0472	0.0	C1355	PF08240
super_0	7557048	7560083	Sphfalx0000s0494	0.0	C370	PF00179
super_0	7565516	7568316	Sphfalx0000s0495	0.0	C370	PF00179
super_0	7583385	7588285	Sphfalx0000s0496	0.0	C370	PF00179
super_0	7594185	7600511	Sphfalx0000s0497	0.0	C370	PF00179
super_0	7614884	7623301	Sphfalx0000s0498	0.0	C370	PF00179
super_0	7629520	7629785	Sphfalx0000s0499	0.0	C370	PF00179
super_0	7635976	7636879	Sphfalx0000s0501	0.0	C980	PF02992
super_0	7635976	7636879	Sphfalx0000s0501	0.0	C1639	PF13960
super_0	7644144	7645077	Sphfalx0000s0503	0.0	C980	PF02992
super_0	7644144	7645077	Sphfalx0000s0503	0.0	C1639	PF13960
super_0	7645312	7646184	Sphfalx0000s0504	0.0	C980	PF02992
super_0	7645312	7646184	Sphfalx0000s0504	0.0	C1639	PF13960
super_0	7966402	7968566	Sphfalx0000s0528	0.0	C777	PF01357
super_0	7966402	7968566	Sphfalx0000s0528	0.0	C1039	PF03330
super_0	7982779	7987340	Sphfalx0000s0529	0.0	C777	PF01357
super_0	7982779	7987340	Sphfalx0000s0529	0.0	C1039	PF03330
super_0	8004976	8007223	Sphfalx0000s0530	0.0	C777	PF01357
super_0	8004976	8007223	Sphfalx0000s0530	0.0	C1039	PF03330
super_0	8061110	8062705	Sphfalx0000s0532	0.0	C777	PF01357
super_0	8061110	8062705	Sphfalx0000s0532	0.0	C1039	PF03330
super_0	8165328	8169965	Sphfalx0000s0540	0.0	C504	PF00400
super_0	8169784	8171244	Sphfalx0000s0541	0.0	C178	PF00069
super_0	8169784	8171244	Sphfalx0000s0541	0.0	C504	PF00400
super_0	8172237	8177081	Sphfalx0000s0542	0.0	C178	PF00069
super_0	8231473	8239649	Sphfalx0000s0545	0.0	C849	PF01535
super_0	8262773	8265566	Sphfalx0000s0547	0.0	C849	PF01535
super_0	8262773	8265566	Sphfalx0000s0547	0.0	C1489	PF13041
super_0	8273409	8280600	Sphfalx0000s0548	0.0	C849	PF01535
super_0	8273409	8280600	Sphfalx0000s0548	0.0	C1489	PF13041
super_0	8285410	8286441	Sphfalx0000s0549	0.0	C849	PF01535
super_0	8285410	8286441	Sphfalx0000s0549	0.0	C1489	PF13041
super_0	8296556	8299735	Sphfalx0000s0550	0.0	C849	PF01535
super_0	8296556	8299735	Sphfalx0000s0550	0.0	C1489	PF13041
super_0	8304757	8306632	Sphfalx0000s0551	0.0	C849	PF01535
super_0	8304757	8306632	Sphfalx0000s0551	0.0	C1489	PF13041
super_0	8311756	8313670	Sphfalx0000s0552	0.0	C849	PF01535
super_0	8311756	8313670	Sphfalx0000s0552	0.0	C1489	PF13041
super_0	8317322	8320116	Sphfalx0000s0553	0.0	C849	PF01535
super_0	8317322	8320116	Sphfalx0000s0553	0.0	C1489	PF13041
super_0	8362184	8367135	Sphfalx0000s0554	0.0	C849	PF01535
super_0	8362184	8367135	Sphfalx0000s0554	0.0	C1489	PF13041
super_0	8376517	8385821	Sphfalx0000s0555	0.0	C849	PF01535
super_0	8376517	8385821	Sphfalx0000s0555	0.0	C1489	PF13041
super_0	8524182	8525765	Sphfalx0000s0560	0.0	C979	PF02992
super_0	8548264	8549091	Sphfalx0000s0561	0.0	C979	PF02992
super_0	8551009	8552731	Sphfalx0000s0563	0.0	C979	PF02992
super_0	8572701	8573638	Sphfalx0000s0564	0.0	C979	PF02992
super_0	8879862	8883283	Sphfalx0000s0583	0.0	C1571	PF13639
super_0	8892966	8898874	Sphfalx0000s0584	0.0	C1571	PF13639
super_0	8901238	8902172	Sphfalx0000s0585	0.0	C1571	PF13639
super_0	8906550	8910183	Sphfalx0000s0586	0.0	C1571	PF13639
super_0	8927678	8931479	Sphfalx0000s0587	0.0	C1571	PF13639
super_0	8932570	8942360	Sphfalx0000s0588	0.0	C1571	PF13639
super_0	8946644	8947709	Sphfalx0000s0589	0.0	C1571	PF13639
super_0	9073621	9077538	Sphfalx0000s0595	0.0	C988	PF03018
super_0	9078770	9086574	Sphfalx0000s0596	0.0	C988	PF03018
super_0	9116431	9119321	Sphfalx0000s0597	0.0	C904	PF01926
super_0	9116431	9119321	Sphfalx0000s0597	0.0	C988	PF03018
super_0	9150994	9158695	Sphfalx0000s0598	0.0	C988	PF03018
super_0	9162107	9167339	Sphfalx0000s0599	0.0	C988	PF03018
super_0	9179923	9184141	Sphfalx0000s0600	0.0	C988	PF03018
super_0	9185110	9188166	Sphfalx0000s0601	0.0	C988	PF03018
super_0	9189647	9190670	Sphfalx0000s0602	0.0	C988	PF03018
super_0	9191131	9192990	Sphfalx0000s0603	0.0	C988	PF03018
super_0	9200182	9205133	Sphfalx0000s0604	0.0	C988	PF03018
super_0	9206302	9210459	Sphfalx0000s0605	0.0	C988	PF03018
super_0	9210638	9212575	Sphfalx0000s0606	0.0	C988	PF03018
super_0	9214178	9217614	Sphfalx0000s0607	0.0	C988	PF03018
super_0	9222469	9224354	Sphfalx0000s0608	0.0	C988	PF03018
super_0	9224575	9237414	Sphfalx0000s0609	0.0	C988	PF03018
super_0	9257280	9258047	Sphfalx0000s0610	0.0	C866	PF01541
super_0	9243810	9258047	Sphfalx0000s0610	0.0	C988	PF03018
super_0	9257280	9260724	Sphfalx0000s0611	0.0	C988	PF03018
super_0	9283036	9284635	Sphfalx0000s0612	0.0	C988	PF03018
super_0	9291823	9292551	Sphfalx0000s0613	0.0	C988	PF03018
super_0	9307225	9308792	Sphfalx0000s0614	0.0	C988	PF03018
super_0	9321961	9324743	Sphfalx0000s0615	0.0	C988	PF03018
super_0	9524471	9526425	Sphfalx0000s0628	0.0	C1201	PF07690
super_0	9543417	9545649	Sphfalx0000s0629	0.0	C1201	PF07690
super_0	9568652	9568893	Sphfalx0000s0631	0.0	C1201	PF07690
super_0	9643201	9646302	Sphfalx0000s0635	0.0	C1280	PF07714
super_0	9647622	9652021	Sphfalx0000s0636	0.0	C1280	PF07714
super_0	9657577	9659734	Sphfalx0000s0637	0.0	C1280	PF07714
super_0	9661346	9661883	Sphfalx0000s0638	0.0	C177	PF00069
super_0	9661346	9661883	Sphfalx0000s0638	0.0	C1280	PF07714
super_0	9662120	9664627	Sphfalx0000s0639	0.0	C177	PF00069
super_0	9662120	9664627	Sphfalx0000s0639	0.0	C1280	PF07714
super_0	9665596	9668956	Sphfalx0000s0640	0.0	C177	PF00069
