chr	start	end	name	strand	cluster_id	category
super_0	229128	230373	Sphfalx0000s0024	0.0	C755	PF07200
super_0	236991	238674	Sphfalx0000s0025	0.0	C755	PF07200
super_0	242800	244127	Sphfalx0000s0026	0.0	C755	PF07200
super_0	254592	258404	Sphfalx0000s0027	0.0	C755	PF07200
super_0	264173	264683	Sphfalx0000s0028	0.0	C755	PF07200
super_0	368517	372584	Sphfalx0000s0036	0.0	C795	PF07714
super_0	491501	493315	Sphfalx0000s0048	0.0	C687	PF03999
super_0	532829	538591	Sphfalx0000s0053	0.0	C649	PF03184
super_0	548372	548863	Sphfalx0000s0054	0.0	C649	PF03184
super_0	562349	563826	Sphfalx0000s0055	0.0	C649	PF03184
super_0	674484	678352	Sphfalx0000s0068	0.0	C101	PF00069
super_0	680021	685885	Sphfalx0000s0069	0.0	C101	PF00069
super_0	2553233	2553508	Sphfalx0000s0191	0.0	C102	PF00069
super_0	2553632	2554175	Sphfalx0000s0192	0.0	C102	PF00069
super_0	2553632	2554175	Sphfalx0000s0192	0.0	C257	PF00240
super_0	2562005	2562280	Sphfalx0000s0193	0.0	C102	PF00069
super_0	4732079	4735720	Sphfalx0000s0313	0.0	C529	PF01535
super_0	4732079	4735720	Sphfalx0000s0313	0.0	C959	PF13041
super_0	6024728	6028095	Sphfalx0000s0398	0.0	C103	PF00069
super_0	6024728	6028095	Sphfalx0000s0398	0.0	C1019	PF13855
super_0	6038899	6041779	Sphfalx0000s0399	0.0	C1019	PF13855
super_0	7635976	7636879	Sphfalx0000s0501	0.0	C613	PF02992
super_0	7635976	7636879	Sphfalx0000s0501	0.0	C1026	PF13960
super_0	7644144	7645077	Sphfalx0000s0503	0.0	C613	PF02992
super_0	7644144	7645077	Sphfalx0000s0503	0.0	C1026	PF13960
super_0	7645312	7646184	Sphfalx0000s0504	0.0	C613	PF02992
super_0	7645312	7646184	Sphfalx0000s0504	0.0	C1026	PF13960
super_0	8165328	8169965	Sphfalx0000s0540	0.0	C306	PF00400
super_0	8169784	8171244	Sphfalx0000s0541	0.0	C105	PF00069
super_0	8169784	8171244	Sphfalx0000s0541	0.0	C306	PF00400
super_0	8172237	8177081	Sphfalx0000s0542	0.0	C105	PF00069
super_0	8231473	8239649	Sphfalx0000s0545	0.0	C530	PF01535
super_0	8524182	8525765	Sphfalx0000s0560	0.0	C612	PF02992
super_0	8548264	8549091	Sphfalx0000s0561	0.0	C612	PF02992
super_0	9257280	9258047	Sphfalx0000s0610	0.0	C538	PF01541
super_0	9661346	9661883	Sphfalx0000s0638	0.0	C99	PF00069
super_0	9662120	9664627	Sphfalx0000s0639	0.0	C99	PF00069
super_0	9665596	9668956	Sphfalx0000s0640	0.0	C99	PF00069
super_0	9672065	9676414	Sphfalx0000s0641	0.0	C99	PF00069
super_0	9682276	9687804	Sphfalx0000s0642	0.0	C99	PF00069
super_0	10556932	10557990	Sphfalx0000s0694	0.0	C309	PF00400
super_0	10563296	10567451	Sphfalx0000s0695	0.0	C309	PF00400
super_0	11472661	11476421	Sphfalx0000s0746	0.0	C106	PF00069
super_0	11480104	11480391	Sphfalx0000s0747	0.0	C106	PF00069
super_1	274950	276549	Sphfalx0001s0018	0.0	C851	PF08238
super_1	290993	291247	Sphfalx0001s0019	0.0	C851	PF08238
super_1	648436	650046	Sphfalx0001s0044	0.0	C366	PF00651
super_1	648436	650046	Sphfalx0001s0044	0.0	C765	PF07707
super_1	650707	651935	Sphfalx0001s0045	0.0	C366	PF00651
super_1	650707	651935	Sphfalx0001s0045	0.0	C765	PF07707
super_1	651969	655354	Sphfalx0001s0046	0.0	C366	PF00651
super_1	651969	655354	Sphfalx0001s0046	0.0	C765	PF07707
super_1	655119	660960	Sphfalx0001s0047	0.0	C366	PF00651
super_1	655119	660960	Sphfalx0001s0047	0.0	C765	PF07707
super_1	4213143	4214456	Sphfalx0001s0262	0.0	C134	PF00076
super_1	5418894	5421915	Sphfalx0001s0346	0.0	C999	PF13637
super_1	5431637	5432572	Sphfalx0001s0347	0.0	C925	PF12796
super_1	5431637	5432572	Sphfalx0001s0347	0.0	C999	PF13637
super_1	5435404	5436516	Sphfalx0001s0348	0.0	C925	PF12796
super_1	5435404	5436516	Sphfalx0001s0348	0.0	C999	PF13637
super_1	5452786	5452986	Sphfalx0001s0350	0.0	C925	PF12796
super_1	5452786	5452986	Sphfalx0001s0350	0.0	C999	PF13637
super_1	5453953	5457092	Sphfalx0001s0351	0.0	C925	PF12796
super_1	5453953	5457092	Sphfalx0001s0351	0.0	C999	PF13637
super_1	5464001	5467097	Sphfalx0001s0352	0.0	C391	PF00665
super_1	5469839	5472753	Sphfalx0001s0353	0.0	C391	PF00665
super_1	6598542	6599305	Sphfalx0001s0429	0.0	C472	PF01208
super_10	1220541	1221503	Sphfalx0010s0069	0.0	C353	PF00550
super_10	1226979	1227141	Sphfalx0010s0072	0.0	C353	PF00550
super_10	2503384	2507305	Sphfalx0010s0165	0.0	C389	PF00665
super_10	3661646	3663739	Sphfalx0010s0255	0.0	C322	PF00403
super_10	3893699	3894220	Sphfalx0010s0263	0.0	C321	PF00403
super_10	4204153	4204704	Sphfalx0010s0279	0.0	C320	PF00403
super_10	4205160	4209397	Sphfalx0010s0280	0.0	C320	PF00403
super_101	885897	890125	Sphfalx0101s0057	0.0	C798	PF07714
super_101	893055	898072	Sphfalx0101s0058	0.0	C244	PF00201
super_101	903000	904520	Sphfalx0101s0059	0.0	C244	PF00201
super_101	1041107	1041959	Sphfalx0101s0067	0.0	C614	PF03007
super_101	1041107	1041959	Sphfalx0101s0067	0.0	C751	PF06974
super_101	1044635	1046727	Sphfalx0101s0068	0.0	C614	PF03007
super_101	1044635	1046727	Sphfalx0101s0068	0.0	C751	PF06974
super_101	1054907	1057184	Sphfalx0101s0069	0.0	C614	PF03007
super_101	1054907	1057184	Sphfalx0101s0069	0.0	C751	PF06974
super_101	1057893	1060121	Sphfalx0101s0070	0.0	C614	PF03007
super_101	1057893	1060121	Sphfalx0101s0070	0.0	C751	PF06974
super_101	1119031	1122435	Sphfalx0101s0074	0.0	C799	PF07714
super_101	1129316	1130065	Sphfalx0101s0076	0.0	C799	PF07714
super_102	500086	506048	Sphfalx0102s0041	0.0	C717	PF05637
super_102	505296	509435	Sphfalx0102s0042	0.0	C717	PF05637
