cluster_id	category	chr	start	end	n_features	n_bystanders
C1	PF00004	super_126	13	49080	2	2
C2	PF00004	super_23	322494	355885	2	0
C3	PF00004	super_54	1608772	1668631	2	2
C4	PF00005	super_14	3322300	3336282	2	0
C5	PF00005	super_28	1567022	1597191	2	0
C6	PF00005	super_4	800191	826668	2	0
C7	PF00005	super_4	1162473	1189637	2	0
C8	PF00005	super_40	401531	427795	2	0
C9	PF00005	super_41	583749	638504	3	0
C10	PF00006	super_92	739102	749498	2	0
C11	PF00009	super_17	1650248	1701158	2	2
C12	PF00009	super_5	233412	276419	2	1
C13	PF00010	super_59	1254585	1308168	2	0
C14	PF00010	super_328	78735	108182	2	1
C15	PF00011	super_107	1063082	1076325	2	0
C16	PF00011	super_25	1898524	1902605	2	0
C17	PF00011	super_62	1225456	1228878	2	0
C18	PF00011	super_62	1451492	1454152	2	0
C19	PF00011	super_66	910913	914402	2	0
C20	PF00011	super_9	1300652	1304229	2	0
C21	PF00012	super_108	137243	183452	2	2
C22	PF00026	super_179	301622	327482	2	0
C23	PF00027	super_78	452649	457431	2	0
C24	PF00043	super_513	12799	30359	3	0
C25	PF00043	super_76	803869	810145	2	0
C26	PF00043	super_56	1300820	1317794	2	0
C27	PF00043	super_51	264816	283373	2	0
C28	PF00043	super_5	3219610	3242459	2	0
C29	PF00043	super_18	3055161	3084545	2	2
C30	PF00043	super_163	89719	105158	3	1
C31	PF00043	super_5	3306142	3336723	4	0
C32	PF00046	super_103	87734	139685	2	3
C33	PF00046	super_219	159810	196011	2	0
C34	PF00046	super_71	1457656	1498320	2	1
C35	PF00046	super_8	4427856	4463122	2	1
C36	PF00067	super_27	387126	389736	2	0
C37	PF00067	super_308	8990	22020	3	0
C38	PF00067	super_310	41208	59329	2	0
C39	PF00067	super_35	2222274	2262132	2	0
C40	PF00067	super_35	2390296	2417590	2	1
C41	PF00067	super_362	1715	13921	2	0
C42	PF00067	super_42	996779	1038860	3	0
C43	PF00067	super_56	446303	459831	2	0
C44	PF00067	super_5	2880903	2892496	2	1
C45	PF00067	super_52	91045	132501	3	1
C46	PF00067	super_6	3270614	3307593	2	4
C47	PF00067	super_61	143961	176742	2	2
C48	PF00067	super_66	569490	637106	3	1
C49	PF00067	super_92	529942	560149	3	1
C50	PF00067	super_46	125071	139554	2	0
C51	PF00067	super_256	260410	309389	2	0
C52	PF00067	super_23	991594	1000637	2	0
C53	PF00067	super_25	1683404	1738490	2	6
C54	PF00067	super_253	31231	98269	4	2
C55	PF00067	super_117	389662	401182	2	0
C56	PF00067	super_12	588355	604183	2	0
C57	PF00067	super_130	375069	404522	3	1
C58	PF00067	super_132	243835	360625	6	1
C59	PF00067	super_16	2399574	2411321	2	1
C60	PF00067	super_167	184109	245252	4	2
C61	PF00067	super_0	6987281	7004752	2	0
C62	PF00067	super_196	126540	148620	3	1
C63	PF00067	super_196	223579	266739	2	1
C64	PF00067	super_21	2558888	2648573	5	2
C65	PF00067	super_212	13402	26099	2	0
C66	PF00067	super_218	50815	71488	2	0
C67	PF00067	super_187	222981	231450	2	0
C68	PF00069	super_403	11860	62103	2	3
C69	PF00069	super_40	2279607	2312485	2	1
C70	PF00069	super_39	1743307	1824585	3	2
C71	PF00069	super_39	1628750	1691124	3	2
C72	PF00069	super_24	429218	491957	2	4
C73	PF00069	super_376	62490	89255	2	1
C74	PF00069	super_29	1771079	1787152	2	0
C75	PF00069	super_31	969297	1018076	2	2
C76	PF00069	super_27	1775892	1809449	2	4
C77	PF00069	super_258	5200	9100	2	0
C78	PF00069	super_245	168686	284497	5	3
C79	PF00069	super_414	9381	73714	2	2
C80	PF00069	super_37	621786	683559	3	1
C81	PF00069	super_450	4495	17587	2	0
C82	PF00069	super_59	997533	1020089	2	0
C83	PF00069	super_464	42523	50127	2	0
C84	PF00069	super_472	10633	40900	2	1
C85	PF00069	super_49	868930	1010681	5	4
C86	PF00069	super_534	2	27245	2	1
C87	PF00069	super_54	66621	86561	2	1
C88	PF00069	super_57	1286318	1344755	2	3
C89	PF00069	super_61	790411	799220	2	0
C90	PF00069	super_64	1513536	1568865	2	2
C91	PF00069	super_65	199670	231024	2	2
C92	PF00069	super_8	2355865	2417819	3	1
C93	PF00069	super_84	1349818	1407332	2	5
C94	PF00069	super_87	218211	281693	2	2
C95	PF00069	super_91	370787	410813	2	2
C96	PF00069	super_24	38338	92902	2	0
C97	PF00069	super_451	9197	30237	2	0
C98	PF00069	super_238	290834	318833	2	1
C99	PF00069	super_0	9657577	9710004	2	5
C100	PF00069	super_232	189405	214421	2	0
C101	PF00069	super_0	663740	689042	2	2
C102	PF00069	super_0	2524583	2578162	2	3
C103	PF00069	super_0	6008385	6041779	2	1
C104	PF00069	super_0	6105157	6174994	2	0
C105	PF00069	super_0	8165328	8216969	2	2
C106	PF00069	super_0	11460426	11489099	2	2
C107	PF00069	super_238	189659	208555	2	0
C108	PF00069	super_105	1062069	1094786	3	1
C109	PF00069	super_109	86560	115184	2	0
C110	PF00069	super_117	177299	191618	2	0
C111	PF00069	super_12	2430633	2453557	2	0
C112	PF00069	super_130	672157	722475	2	0
C113	PF00069	super_131	129058	157385	2	1
C114	PF00069	super_141	214369	232210	2	1
C115	PF00069	super_103	553254	599279	3	1
C116	PF00069	super_146	340670	353400	2	0
C117	PF00069	super_146	425762	548611	5	8
C118	PF00069	super_148	652333	732067	4	5
C119	PF00069	super_16	3043226	3074631	2	0
C120	PF00069	super_17	1041451	1052137	2	0
C121	PF00069	super_181	374849	433781	4	3
C122	PF00069	super_19	535184	558084	2	1
C123	PF00069	super_207	196146	238219	2	1
C124	PF00069	super_209	244384	277468	2	2
C125	PF00069	super_210	209605	353327	6	0
C126	PF00069	super_210	405769	446780	2	0
C127	PF00069	super_22	2282851	2328766	2	4
C128	PF00069	super_225	246370	285248	2	1
C129	PF00069	super_144	2215	27564	2	2
C130	PF00076	super_65	1302335	1317384	2	0
C131	PF00076	super_67	1459827	1465400	2	0
C132	PF00076	super_44	2001187	2014423	2	0
C133	PF00076	super_4	1568936	1616166	2	1
C134	PF00076	super_1	4201251	4225006	2	1
C135	PF00076	super_26	1579792	1586475	2	1
C136	PF00076	super_2	3049221	3114859	3	1
C137	PF00076	super_28	1336153	1345364	2	2
C138	PF00078	super_278	16505	46936	2	0
C139	PF00078	super_9	1328056	1338860	2	0
C140	PF00078	super_8	1942322	1957574	2	0
C141	PF00078	super_50	1525249	1579908	2	1
C142	PF00078	super_5	82169	94437	2	0
C143	PF00078	super_337	17453	61815	3	2
C144	PF00078	super_304	77750	97988	2	0
C145	PF00078	super_19	2810796	2822574	2	0
C146	PF00078	super_155	9242	36257	2	0
C147	PF00078	super_186	393193	418782	2	0
C148	PF00078	super_160	357055	369309	2	0
C149	PF00078	super_188	224231	279927	2	3
C150	PF00078	super_15	843855	884885	2	4
C151	PF00078	super_140	201535	235725	2	3
C152	PF00078	super_131	761458	812157	2	2
C153	PF00078	super_10	2495182	2507305	3	0
C154	PF00078	super_1	6710180	6719692	2	0
C155	PF00081	super_12	3775365	3813768	2	1
C156	PF00082	super_4	5421264	5435821	2	0
C157	PF00091	super_35	1459105	1487079	3	0
C158	PF00091	super_161	152943	165878	2	0
C159	PF00091	super_0	1641091	1664174	3	0
C160	PF00097	super_307	173283	180197	2	0
C161	PF00098	super_61	1801678	1809815	2	0
C162	PF00098	super_391	531	12922	2	0
C163	PF00098	super_386	87227	94679	2	0
C164	PF00098	super_34	2472832	2508611	3	1
C165	PF00098	super_3	2622637	2639584	2	1
C166	PF00098	super_282	39418	86386	3	3
C167	PF00098	super_25	10765	31068	2	2
C168	PF00098	super_241	101778	177994	4	3
C169	PF00098	super_205	208651	214157	2	0
C170	PF00098	super_119	663522	708164	2	2
C171	PF00098	super_188	203741	209441	2	0
C172	PF00098	super_185	1143	35899	5	1
C173	PF00098	super_175	7247	23887	2	1
C174	PF00098	super_158	399022	412773	2	0
C175	PF00098	super_147	453530	490469	3	1
C176	PF00098	super_73	1045489	1055416	2	0
C177	PF00098	super_118	878116	898960	2	1
C178	PF00098	super_107	113692	138752	2	2
C179	PF00098	super_1	6710180	6719692	2	0
C180	PF00098	super_19	2810796	2822574	2	0
C181	PF00106	super_591	2	15588	2	1
C182	PF00106	super_2	4696018	4705294	2	0
C183	PF00107	super_0	7023023	7058337	2	0
C184	PF00107	super_11	151257	168829	3	0
C185	PF00107	super_112	426770	479465	2	0
C186	PF00107	super_140	354068	376109	2	0
C187	PF00107	super_25	2817187	2824060	2	0
C188	PF00107	super_70	733645	786348	7	1
C189	PF00119	super_9	4517531	4539556	2	3
C190	PF00120	super_16	410972	429027	2	0
C191	PF00120	super_239	265269	283068	2	0
C192	PF00122	super_74	973999	1021040	2	0
C193	PF00125	super_297	81659	85353	2	0
C194	PF00134	super_156	629591	641178	2	2
C195	PF00139	super_126	887529	956722	3	5
C196	PF00139	super_181	374849	460251	4	5
C197	PF00139	super_210	193503	353327	6	1
C198	PF00139	super_210	405769	493758	3	0
C199	PF00141	super_68	968211	991802	2	0
C200	PF00141	super_4	633397	660571	2	0
C201	PF00141	super_3	4457878	4461502	2	0
C202	PF00141	super_277	31328	57729	2	1
C203	PF00141	super_2	2710827	2803728	3	2
C204	PF00141	super_2	690838	720417	3	1
C205	PF00141	super_19	1876086	1932250	2	0
C206	PF00141	super_0	2894229	2910611	2	0
C207	PF00141	super_154	654917	691116	6	0
C208	PF00141	super_140	206123	221583	2	1
C209	PF00141	super_132	678691	775108	5	3
C210	PF00141	super_116	813530	865460	2	2
C211	PF00141	super_11	2119662	2171026	2	0
C212	PF00141	super_11	1435180	1478411	2	1
C213	PF00141	super_7	1054291	1058442	2	0
C214	PF00141	super_157	550617	573475	2	0
C215	PF00141	super_75	760087	779754	2	2
C216	PF00149	super_46	82439	101146	2	0
C217	PF00153	super_190	438498	453554	2	2
C218	PF00153	super_228	300779	350051	2	3
C219	PF00153	super_43	1795595	1822007	2	1
C220	PF00153	super_46	376090	396559	2	1
C221	PF00153	super_7	3550381	3557877	2	0
C222	PF00153	super_96	1010355	1033933	2	2
C223	PF00160	super_0	3546048	3570812	2	0
C224	PF00164	super_16	2860375	2866037	2	0
C225	PF00168	super_102	822603	876183	2	5
C226	PF00170	super_59	662022	688597	2	3
C227	PF00171	super_232	68421	96515	2	0
C228	PF00179	super_14	2986831	3016505	2	5
C229	PF00179	super_553	20791	22269	2	0
C230	PF00179	super_6	684330	706954	2	0
C231	PF00179	super_9	3719258	3726896	2	0
C232	PF00182	super_74	1409884	1455306	2	1
C233	PF00187	super_74	1409884	1455306	2	1
C234	PF00187	super_20	2859465	2947037	4	3
C235	PF00190	super_109	361615	391018	2	1
C236	PF00190	super_112	782247	790365	2	0
C237	PF00190	super_176	571957	611703	2	5
C238	PF00190	super_19	1314697	1364695	5	2
C239	PF00190	super_196	451536	458851	2	0
C240	PF00190	super_500	1326	21057	2	0
C241	PF00195	super_51	500975	534546	2	1
C242	PF00195	super_31	1592519	1632270	2	0
C243	PF00195	super_57	809967	854667	2	2
C244	PF00201	super_101	885897	918556	2	2
C245	PF00201	super_112	541471	561754	2	0
C246	PF00201	super_16	3630306	3672864	3	0
C247	PF00201	super_168	352065	376737	2	0
C248	PF00201	super_19	447029	478700	4	1
C249	PF00221	super_15	1755908	1795908	2	2
C250	PF00225	super_99	708788	741676	2	2
C251	PF00226	super_97	1006791	1028546	2	0
C252	PF00226	super_24	1077062	1111727	3	1
C253	PF00226	super_6	2851661	2860884	2	0
C254	PF00227	super_13	3586926	3599925	2	0
C255	PF00227	super_169	506564	509574	2	1
C256	PF00230	super_261	246023	262170	2	0
C257	PF00240	super_0	2553233	2562280	2	1
C258	PF00240	super_0	9291823	9308792	2	0
C259	PF00244	super_53	274015	288075	2	0
C260	PF00248	super_87	445444	461930	2	0
C261	PF00248	super_55	1005920	1054942	3	1
C262	PF00248	super_206	9502	167912	13	15
C263	PF00248	super_163	10368	42493	2	2
C264	PF00249	super_140	536327	564569	2	0
C265	PF00249	super_173	291588	316892	2	1
C266	PF00249	super_2	2495450	2520757	2	0
C267	PF00249	super_4	3488738	3519649	2	0
C268	PF00249	super_6	3956856	3982149	2	1
C269	PF00251	super_73	162406	270065	3	2
C270	PF00251	super_31	634086	685066	3	0
C271	PF00251	super_67	450978	489923	2	0
C272	PF00264	super_48	1803331	1837922	2	2
C273	PF00270	super_13	2344492	2356348	2	0
C274	PF00270	super_16	123746	165308	2	0
C275	PF00270	super_22	1717090	1728804	2	0
C276	PF00271	super_13	2344492	2356348	2	0
C277	PF00271	super_16	123746	165308	2	0
C278	PF00271	super_22	1717090	1728804	2	0
C279	PF00274	super_125	597592	626039	2	3
C280	PF00291	super_287	133576	184728	2	1
C281	PF00291	super_7	2660266	2668968	2	0
C282	PF00305	super_81	495065	542649	2	1
C283	PF00305	super_216	305098	322940	2	1
C284	PF00313	super_25	10765	31068	2	2
C285	PF00314	super_431	3141	51410	2	1
